2024-10-04,25100,Chełm-Bydgoszcz Gł,Bydgoszcz  Gł,PARASOL
2024-10-04,61100,Jelenia Góra - Warszawa Wsch.,RADOMSKO,UBRANIE
2024-10-04,5350,Gdynia - Kraków,Kraków Gł.,SPRZĘT ELEKTRONICZNY
2024-10-04,5350,Gdynia - Kraków,Kraków Gł.,UBRANIE
2024-10-04,91100,Łódź - Warszawa,Warszawa Olszynka Grochowska,RZECZY OSOBISTE
2024-10-04,5350,Gdynia - Kraków,Kraków Gł.,UBRANIE
2024-10-04,5127,Bydgoszcz Gł. - Warszawa Wsch.,WARSZAWA WSCH.,WALIZKA / PLECAK
2024-10-04,5350,Gdynia - Kraków,Kraków Gł.,RZECZY OSOBISTE
2024-10-04,5602,Gdynia Gł. - Wrocław Gł.,WROCŁAW GŁ.,UBRANIE
2024-10-04,85102,Szczecin Gł. - Olsztyn Gł.,SŁAWNO,DOKUMENT/Y
2024-10-04,5350,Gdynia - Kraków,Kraków Gł.,UBRANIE
2024-10-04,3504,Kraków Gł. - Gdynia Gł.,GDYNIA GŁ.,UBRANIE
2024-10-04,106,Graz Hbf - Przemyśl Gł.,PRZEWORSK,UBRANIE
2024-10-04,5322,Olsztyn Gł. - Kraków Gł.,SKARŻYSKO-KAMIEN.,PORTFEL
2024-10-04,21104,Lublin Gł. - Warszawa Wsch.,ŁUKÓW,WALIZKA / PLECAK
2024-10-04,3522,Kraków Gł. - Olsztyn Gł.,OLSZTYN GŁ.,SASZETKA / NERKA
2024-10-04,4123,Bielsko Biała -Białystok,Białystok,PARASOL
2024-10-04,84102,Słupsk - Bielsko-Biała Gł.,POZNAŃ GŁ.,REKLAMÓWKA / TORBA
2024-10-04,3504,Kraków Gł. - Gdynia Gł.,WARSZAWA WSCH.,SPRZĘT ELEKTRONICZNY
2024-10-04,1624,Białystok - Wrocław Gł.,OPOLE GŁ.,PORTFEL
2024-10-04,38106,Kraków Gł. - Piła Gł.,POZNAŃ GŁ.,TELEFON
2024-10-04,6303,WROCŁAW-PRZEMYŚL GŁ,PRZEMYŚL GŁ,WALIZKA / PLECAK
2024-10-04,hala napraw elektrycznych,-,Warszawa Olszynka Grochowska,PORTFEL
2024-10-04,3805,PRZEMYŚL -SZCZECIN GŁ,PRZEMYŚL GŁ,SPRZĘT ELEKTRONICZNY
2024-10-04,6302,Wrocław Gł. - Przemyśl Gł.,PRZEMYŚL GŁ.,DOKUMENT/Y
2024-10-03,73000,BERLIN-PRZEMYŚL GŁ,PRZEMYŚL GŁ,DOKUMENT/Y
2024-10-04,8305,SZCZECIN GŁ-PRZEMYŚL GŁ,PRZEMYŚL GŁ,PARASOL
2024-10-04,7320,Poznań Gł. - Kraków Gł.,KRAKÓW GŁ.,UBRANIE
2024-10-04,48,Warszawa Wsch. - Berlin Hbf,POZNAŃ GŁ.,SPRZĘT ELEKTRONICZNY
2024-10-04,85108,Szczecin Gł. - Olsztyn Gł.,OLSZTYN GŁ.,SASZETKA / NERKA
2024-10-04,5600,Gdynia Gł. - Jelenia Góra,JELENIA GÓRA,WALIZKA / PLECAK
2024-10-04,3806,Kraków Gł. - Kołobrzeg,POZNAŃ GŁ.,UBRANIE
2024-10-04,6300,Wrocław Gł. - Przemyśl Gł.,PRZEMYŚL GŁ.,WALIZKA / PLECAK
2024-10-04,4508,Gliwice - Gdynia Gł.,GDYNIA GŁ.,UBRANIE
2024-10-04,56,Przemyśl Gł. - Berlin Hbf,STRZELCE OPOLSKIE,UBRANIE
2024-09-30,26102,,Wrocław,RZECZY OSOBISTE
2024-09-30,1624,,Wrocław,DOKUMENT/Y
2024-10-04,5604,,Wrocław,SPRZĘT ELEKTRONICZNY
2024-10-04,85106,Szczecin Gł. - Olsztyn Gł.,SŁUPSK,RZECZY OSOBISTE
2024-10-01,,,Bydgoszcz,KSIĄŻKA
2024-09-15,,,Bydgoszcz,RZECZY OSOBISTE
2024-10-04,,,Bydgoszcz,DOKUMENT/Y
2024-10-03,1003,Warszawa Zach.-Białystok,Białystok,REKLAMÓWKA / TORBA
2024-10-03,57102,Poznan,Poznan,SPRZĘT ELEKTRONICZNY
2024-10-04,5329,Olsztyn Gł. - Kraków Gł.,KRAKÓW GŁ.,WALIZKA / PLECAK
2024-10-04,5314,Gdynia Gł. - Przemyśl Gł.,PRZEMYŚL GŁ.,UBRANIE
2024-10-04,82104,Świnoujście - Hrubieszów Miasto,HRUBIESZÓW M.,SPRZĘT ELEKTRONICZNY
2024-10-03,4121 ED-160,Bielsko-Biala-Warszawa,Warszawa Olszynka Grochowska,WALIZKA / PLECAK
2024-10-03,4500,Bielsko-Biała Gł. - Gdynia Gł.,GDYNIA GŁ.,SPRZĘT ELEKTRONICZNY
2024-10-03,81104,Szczecin G.- Białystok,Białystok,UBRANIE
2024-10-03,5132,Gdynia Gł. - Łódź Fabryczna,ŁÓDŹ FABRYCZNA,PARASOL
2024-10-03,35105,Zakopane - Gdynia Gł.,GDYNIA GŁ.,WALIZKA / PLECAK
2024-10-03,5104,Gdynia -Warszawa,Warszawa Olszynka Grochowska,WALIZKA / PLECAK
2024-10-03,18110,Warszawa Wsch. - Piła Gł.,SOLEC K.,WALIZKA / PLECAK
2024-10-03,4502,Gliwice - Gdynia Gł.,GDYNIA GŁ.,RZECZY OSOBISTE
2024-10-03,4502,Gliwice - Gdynia Gł.,GDYNIA GŁ.,UBRANIE
2024-10-03,4502,Gliwice - Gdynia Gł.,GDYNIA GŁ.,WALIZKA / PLECAK
2024-10-03,3513,Kraków Gł. - Gdynia Gł.,GDYNIA GŁ.,REKLAMÓWKA / TORBA
2024-10-03,3513,Kraków Gł. - Gdynia Gł.,GDYNIA GŁ.,REKLAMÓWKA / TORBA
2024-10-03,tory odjazdowe Warszawa Grochow,xxxxxx,Warszawa Olszynka Grochowska,DOKUMENT/Y
2024-10-03,82104,Świnoujście - Hrubieszów Miasto,WARSZAWA ZACH.,RZECZY OSOBISTE
2024-10-03,58106,Olsztyn Gł. - Szczecin Gł.,SŁUPSK,UBRANIE
2024-10-03,73003,Frankfurt-Kraków Główny,Kraków Głowny,ARTYKUŁY MEDYCZNE
2024-10-01,13102,Warszawa Wschodnia -Kraków Główny,Kraków Główny,UBRANIE
2024-10-02,53172,Gdynia Główna-Kraków Główny,Kraków Główny,UBRANIE
2024-10-03,5300,Gdynia Główna -Kraków Główny,Kraków Główny,PARASOL
2024-10-03,12102,Warszawa Zach. - Lublin Gł.,LUBLIN GŁ.,KSIĄŻKA
2024-10-03,5304,Gdynia Główna -Kraków Główny,Kraków Główny,KSIĄŻKA
2024-10-02,5306,Gdynia Głowna-Krakow Główny,Kraków Główny,UBRANIE
2024-10-02,1312,Warszawa Wschodnia -Kraków Główny,Kraków Główny,DOKUMENT/Y
2024-10-02,13108,Łódź Gabryczna -Kraków Główny,Kraków Główny,UBRANIE
2024-10-03,5306,Gdynia Gł. - Kraków Gł.,KRAKÓW GŁ.,SPRZĘT ELEKTRONICZNY
2024-10-03,73100,Poznań Gł. - Kraków Gł.,PLESZEW,TELEFON
2024-10-03,4123,Bielsko Biała Gł.-Białystok,Białystok,SPRZĘT ELEKTRONICZNY
2024-10-03,3506,Kraków Gł. - Gdynia Gł.,GDAŃSK GŁ.,SPRZĘT TURYSTYCZNY
2024-10-03,143,Vilnius(LT) - Kraków Gł.,TRAKISZKI,RZECZY OSOBISTE
2024-10-03,65102,Wrocław Gł. - Olsztyn Gł.,OSTRÓDA,KSIĄŻKA
2024-10-03,61102,Wrocław Gł. - Warszawa Wsch.,WARSZAWA WSCH.,UBRANIE
2024-10-03,4522,Racibórz - Olsztyn Gł.,OLSZTYN GŁ.,SPRZĘT ELEKTRONICZNY
2024-10-03,5302,Gdynia Gł. - Kraków Gł.,WARSZAWA ZACH.,ETUI
2024-10-02,61105,Wrocław Gł.- Białystok,Białystok,UBRANIE
2024-10-02,6124,Wrocław Gł.-Białystok,Białystok,ETUI
2024-10-02,61107,Wrocław Gł.- Białystok,Białystok,SPRZĘT AGD
2024-10-03,8101,Szczecin Gł. - Warszawa Wsch.,WARSZAWA WSCH.,PORTFEL
2024-10-03,18104,Białystok - Szczecin Gł.,MORĄG,WALIZKA / PLECAK
2024-10-03,1900,Warszawa Wsch. - Łódź Fabryczna,ŁÓDŹ FABRYCZNA,RZECZY OSOBISTE
2024-10-03,1900,Warszawa Wsch. - Łódź Fabryczna,ŁÓDŹ FABRYCZNA,RZECZY OSOBISTE
2024-09-29,11100,Warszawa-Terespol,Terespol,UBRANIE
2024-10-03,28104,Hrubieszów Miasto - Świnoujście,WARSZAWA WSCH.,WALIZKA / PLECAK
2024-10-03,3103,Kraków -Warszawa Wschodnia,Warszawa Olszynka Grochowska,REKLAMÓWKA / TORBA
2024-10-02,4120,Bielsko-Biała Gł. - Warszawa Wsch.,WARSZAWA CENTR.,PORTFEL
2024-10-02,85102,Szczecin Gł. - Olsztyn Gł.,OLSZTYN GŁ.,TELEFON
2024-10-02,81100,Szczecin Gł. - Warszawa Wsch.,WARSZAWA CENTR.,SPRZĘT ELEKTRONICZNY
2024-10-02,5124,Bydgoszcz Gł. - Warszawa Wsch.,WARSZAWA CENTR.,TELEFON
2024-10-02,3534,Kraków Gł. - Bydgoszcz Gł.,ALEKSANDRÓW KUJ.,PARASOL
2024-10-02,82104,ŚWINOUJŚCIE-LUBLIN,LUBLIN,TELEFON
2024-10-01,5312,Gdynia - Kraków,Kraków Gł.,REKLAMÓWKA / TORBA
2024-09-30,8306,Kołobrzeg - Kraków,Kraków Gł.,SPRZĘT ELEKTRONICZNY
2024-10-01,5312,Gdynia - Kraków,Kraków Gł.,RZECZY OSOBISTE
2024-10-02,63100,Wrocław Gł. - Kraków Gł.,KRAKÓW GŁ.,OBUWIE
2024-10-01,5306,Gdynia - Kraków,Kraków Gł.,UBRANIE
2024-10-02,88101,Piła Gł. - Gorzów Wlkp.,GORZÓW WLKP.,RZECZY OSOBISTE
2024-10-02,3524,Kraków Gł. - Olsztyn Gł.,OLSZTYN GŁ.,SPRZĘT ELEKTRONICZNY
2024-10-02,5314,Gdynia Gł. - Przemyśl Gł.,STRZELCE OPOLSKIE,SPRZĘT ELEKTRONICZNY
2024-10-02,85108,,Olsztyn gł,ARTYKUŁY MEDYCZNE
2024-10-02,5324,Olsztyn Gł. - Kraków Gł.,KRAKÓW GŁ.,REKLAMÓWKA / TORBA
2024-10-02,57104,Gdynia Gł. - Zielona Góra Gł.,INOWROCŁAW,SPRZĘT ELEKTRONICZNY
2024-10-02,31102,Kraków Gł. - Warszawa Wsch.,WARSZAWA WSCH.,REKLAMÓWKA / TORBA
2024-10-02,3506,Kraków Gł. - Gdynia Gł.,GDYNIA GŁ.,REKLAMÓWKA / TORBA
2024-10-02,83172,ŚWINOUJŚCIE-PRZEMYŚL GŁ,PRZEMYŚL GŁ,REKLAMÓWKA / TORBA
2024-10-02,6302,Wrocław Gł. - Przemyśl Gł.,PRZEMYŚL GŁ.,SPRZĘT ELEKTRONICZNY
2024-10-02,48102,Bielsko-Biała Gł. - Słupsk,POZNAŃ GŁ.,RZECZY OSOBISTE
2024-10-02,71102,Zielona Góra Gł. - Warszawa Wsch.,WARSZAWA WSCH.,RZECZY OSOBISTE
2024-10-02,3520,Kraków Gł. - Olsztyn Gł.,LEGIONOWO,WALIZKA / PLECAK
2024-10-02,31102,Kraków Gł. - Warszawa Wsch.,WARSZAWA WSCH.,WALIZKA / PLECAK
2024-10-02,5302,Gdynia Gł. - Kraków Gł.,KRAKÓW GŁ.,UBRANIE
2024-10-02,18114,Łódź Fabryczna - Kołobrzeg,LEGIONOWO,WALIZKA / PLECAK
2024-10-02,56104,Olsztyn Gł. - Wrocław Gł.,WROCŁAW GŁ.,REKLAMÓWKA / TORBA
2024-10-02,1425,Katowice - Płock,Katowice,SPRZĘT ELEKTRONICZNY
2024-10-02,1006,Łódź Fabryczna - Białystok,BIAŁYSTOK,SPRZĘT ELEKTRONICZNY
2024-10-02,5300,Gdynia Gł. - Kraków Gł.,KRAKÓW GŁ.,UBRANIE
2024-10-02,3534,Kraków Gł.-Bydgoszcz Gł.,Bydgoszcz Gł.,DOKUMENT/Y
2024-10-02,4520,Tychy - Gdynia Główna,Tychy,ETUI
2024-10-02,31106,Przemyśl Gł. - Warszawa Wsch.,OSTROWIEC ŚWIĘT.,ETUI
2024-10-02,1424,Płock - Katowice,ŁĘCZYCA,PORTFEL
2024-10-02,35173,Kraków Gł. - Gdynia Gł.,INOWROCŁAW,SPRZĘT ELEKTRONICZNY
2024-10-02,1422,Białystok - Bielsko-Biała Gł.,BIELSKO-BIAŁA GŁ.,TELEFON
2024-10-02,21101,LUBLIN-WARSZAWA,WARSZAWA OLSZYNKA GROCHOWSKA,SPRZĘT ELEKTRONICZNY
2024-10-01,4500,Bielsko-Biała Gł. - Gdynia Gł.,GDYNIA GŁ.,SPRZĘT ELEKTRONICZNY
2024-10-01,4500,Bielsko-Biała Gł. - Gdynia Gł.,GDYNIA GŁ.,UBRANIE
2024-10-01,1906,WARSZAWA WSCH-ŁÓDŻ FABRYCZNA,ŁÓDŻ FABRYCZNA,RZECZY OSOBISTE
2024-10-01,12010,Warszawa Wsch. - Dorohusk,DOROHUSK,UBRANIE
2024-10-01,3502,Kraków Gł. - Gdynia Gł.,GDYNIA GŁ.,WALIZKA / PLECAK
2024-10-01,5314,Gdynia Gł. - Przemyśl Gł.,RZESZÓW GŁÓWNY,ETUI
2024-10-01,12106,Warszawa Zach. - Lublin Gł.,LUBLIN GŁ.,PARASOL
2024-10-01,37104,Przemyśl Gł. - Zielona Góra Gł.,WROCŁAW GŁ.,SASZETKA / NERKA
2024-10-01,17102,Warszawa Wsch. - Zielona Góra Gł.,POZNAŃ GŁ.,SPRZĘT ELEKTRONICZNY
2024-10-01,81103,Szczecin Gł,Białystok,WALIZKA / PLECAK
2024-10-01,63100,Wrocław Gł. - Kraków Gł.,ZABRZE,TELEFON
2024-10-01,19130,Warszawa Wsch. - Łódź Fabryczna,ŁÓDŹ FABRYCZNA,UBRANIE
2024-09-30,7322,Poznań Główny-Kraków Główny,Kraków Główny,UBRANIE
2024-10-01,1302,Warszawa Wschodnia -Krakow Główny,Kraków Główny,KSIĄŻKA
2024-09-30,5304,Gdynia Główna -Krakow Główny,Krakow Główny,SPRZĘT ELEKTRONICZNY
2024-09-29,143,Mockava -Krakow Głowny,Krakow Głowny,SPRZĘT ELEKTRONICZNY
2024-10-01,5304,Gdynia Główna -Kraków Główny,Kraków Główny,ETUI
2024-10-01,5300,Gdynia Główna -Kraków Główny,Kraków Głowny,RZECZY OSOBISTE
2024-10-01,5300,Gdynia Główna -Kraków Główny,Kraków Główny,RZECZY OSOBISTE
2024-09-30,81107,Swinoujscie -Warszawa,Warszawa Olszynka Grochowska,DOKUMENT/Y
2024-10-01,18102,Suwałki - Szczecin Gł.,SZCZECIN GŁ.,REKLAMÓWKA / TORBA
2024-10-01,4123,BIELSKO BIAŁA - BIAŁYSTOK,BIAŁYSTOK,UBRANIE
2024-10-01,5220,Bydgoszcz Gł. - Lublin Gł.,LUBLIN GŁ.,RZECZY OSOBISTE
2024-09-28,86102,,Wrocław,SPRZĘT ELEKTRONICZNY
2024-09-27,36100,,Wrocław,SPRZĘT ELEKTRONICZNY
2024-10-01,3602,,WROCŁAW,DOKUMENT/Y
2024-09-29,16106,,Wrocław,DOKUMENT/Y
2024-10-01,8320,Szczecin Gł. - Kraków Gł.,KRAKÓW GŁ.,SPRZĘT SPORTOWY
2024-10-01,61104,Wrocław Gł. - Białystok,BIAŁYSTOK,REKLAMÓWKA / TORBA
2024-10-01,82102,Szczecin Gł. - Lublin Gł.,RZEPIN,PORTFEL
2024-10-01,7320,Poznań Gł. - Kraków Gł.,KRAKÓW GŁ.,UBRANIE
2024-10-01,5332,Bydgoszcz Gł. - Rzeszów Główny,RZESZÓW GŁÓWNY,UBRANIE
2024-10-01,6300,Wrocław Gł. - Przemyśl Gł.,PRZEMYŚL GŁ.,UBRANIE
2024-09-30,73001,,PRZEMYŚL-BAKOŃCZYCE,SPRZĘT ELEKTRONICZNY
2024-09-30,7301,,PRZEMYSL-Bakończyce,UBRANIE
2024-10-01,3510,Kraków Gł. - Gdynia Gł.,GDAŃSK GŁ.,ARTYKUŁY MEDYCZNE
2024-09-29,58104,Olsztyn Główny - Szczecin Główny,Szczecin,WALIZKA / PLECAK
2024-09-29,58100,Gdańska Główny - Szczecin Główny,Szczecin,WALIZKA / PLECAK
2024-09-29,58104,Olsztyn Główny - Szczecin Główny,Szczecin,UBRANIE
2024-10-01,48100,Katowice - Słupsk,KOŚCIAN,RZECZY OSOBISTE
2024-10-01,35170,Zakopane - Gdynia Gł.,GDYNIA GŁ.,SPRZĘT ELEKTRONICZNY
2024-10-01,53172,Gdynia Gł. - Kraków Gł.,KRAKÓW GŁ.,UBRANIE
2024-10-01,53172,Gdynia Gł. - Kraków Gł.,KRAKÓW GŁ.,WALIZKA / PLECAK
2024-09-30,131,Chalupki-Warszawa,Warszawa Olszynka Grochowska-pracownik biurowy,KSIĄŻKA
2024-09-30,65104,Wrocław Główny- Olsztyn Główny,Olsztyn Gł,SPRZĘT ELEKTRONICZNY
2024-09-22,38172,Przemyśl Główny - Świnoujście,Świnoujście,SPRZĘT ELEKTRONICZNY
2024-10-01,1532,Łódź Fabryczna - Gdynia Gł.,OZORKÓW,DOKUMENT/Y
2024-09-30,4500,Bielsko-Biała Gł. - Gdynia Gł.,GDYNIA GŁ.,REKLAMÓWKA / TORBA
2024-09-30,3120,Zakopane - Warszawa Wsch.,WARSZAWA WSCH.,UBRANIE
2024-09-30,1602,Warszawa Wsch. - Jelenia Góra,JELENIA GÓRA,UBRANIE
2024-09-30,1530,Warszawa Zach. - Bydgoszcz Gł.,SOLEC K.,REKLAMÓWKA / TORBA
2024-09-30,5314,Gdynia Gł. - Przemyśl Gł.,PRZEMYŚL GŁ.,UBRANIE
2024-09-30,35105,Zakopane - Gdynia Gł.,GDYNIA GŁ.,SASZETKA / NERKA
2024-09-30,1322,KRAKÓW-WARSZAWA,WARSZAWA OLSZYNKA GROCHOWSKA,UBRANIE
2024-09-30,17102,Warszawa Wsch. - Zielona Góra Gł.,ZIELONA GÓRA GŁ.,SPRZĘT ELEKTRONICZNY
2024-09-30,17102,Warszawa Wsch. - Zielona Góra Gł.,ZIELONA GÓRA GŁ.,UBRANIE
2024-09-30,16102,Warszawa Wsch. - Wrocław Gł.,WROCŁAW GŁ.,UBRANIE
2024-09-30,17102,Warszawa Wsch. - Zielona Góra Gł.,ZIELONA GÓRA GŁ.,SPRZĘT SPORTOWY
2024-09-30,81103,Szczecin Gł. - Suwałki,SOKÓŁKA,SPRZĘT ELEKTRONICZNY
2024-09-30,5350,GDYNIA-KRAKÓW,KRAKÓW GŁÓWNY,RZECZY OSOBISTE
2024-09-30,85110,Kostrzyn - Gdynia Gł.,CHOJNICE,REKLAMÓWKA / TORBA
2024-09-30,2700,Lublin Gł. - Żary,ŻARY,UBRANIE
2024-09-30,3524,Kraków Gł. - Olsztyn Gł.,OLSZTYN GŁ.,WALIZKA / PLECAK
2024-09-30,62100,Wrocław Gł. - Lublin Gł.,LUBLIN GŁ.,ETUI
2024-09-30,65102,Wrocław - Olsztyn,Olsztyn,SPRZĘT ELEKTRONICZNY
2024-09-30,6305,,PRZEMYŚL-BAKOŃCZYCE,RZECZY OSOBISTE
2024-09-27,3013,,PRZEMYŚL-BAKOŃCZYCE,PARASOL
2024-09-27,3013,,PRZEMYŚL BAKOŃCZYCE,SPRZĘT TURYSTYCZNY
2024-09-30,9106,Łódź Fabryczna - Warszawa Wsch.,WARSZAWA WSCH.,REKLAMÓWKA / TORBA
2024-09-27,73000,,PRZEMYŚL-BAKOŃCZYCE,ETUI
2024-09-27,5315,GDYNIA-PRZEMYŚL,PRZEMYŚL-BAKOŃCZYCE,PARASOL
2024-09-27,8305,SZCZECIN -PRZEMYŚL,PRZEMYŚL BAKOŃCZYCE,SPRZĘT TURYSTYCZNY
2024-09-27,43000,PRAHA-PRZEMYŚL,PRZEMYŚL BAKOŃCZYCE,PARASOL
2024-09-27,83172,USTKA-PRZEMYŚŁ GŁ,PRZEMYŚL BAKOŃCZYCE,ARTYKUŁY MEDYCZNE
2024-09-28,6303,WROCŁAW--PRZEMYŚL,PRZEMYŚL-BAKOŃCZYCE,TELEFON
2024-09-28,5315,GDYNIA-PRZEMYŚL,PRZEMYŚL BAKOŃCZYCE,ARTYKUŁY MUZYCZNE
2024-09-29,8305,SZCZECIN GŁ-PRZEMYŚL.GŁ,PRZEMYŚL-BAKOŃCZYCE,TELEFON
2024-09-29,8305,SZCZECINGŁ-PRZEMYŚL.GŁ,PRZEMYŚL BAKOŃCZYCE,TELEFON
2024-09-30,5220,Bydgoszcz Gł. - Lublin Gł.,LUBLIN GŁ.,UBRANIE
2024-09-30,5220,Bydgoszcz Gł. - Lublin Gł.,LUBLIN GŁ.,UBRANIE
2024-09-28,7301,POZNAŃ GŁ PRZEMYŚŁ GŁ,PRZEMYŚL-BAKOŃCZYCE,SPRZĘT ELEKTRONICZNY
2024-09-30,5220,Bydgoszcz Gł. - Lublin Gł.,LUBLIN GŁ.,UBRANIE
2024-09-27,6303,WROCŁAW GŁ -PRZEMYŚL .GŁ,PRZEMYŚL BAKOŃCZYCE,DOKUMENT/Y
2024-09-30,1422,Białystok - Bielsko-Biała Gł.,SKIERNIEWICE,REKLAMÓWKA / TORBA
2024-09-30,6302,Wrocław Gł. - Przemyśl Gł.,PRZEMYŚL GŁ.,WALIZKA / PLECAK
2024-09-30,3508,Rzeszów Główny - Gdynia Gł.,GDYNIA GŁ.,REKLAMÓWKA / TORBA
2024-09-30,6300,Wrocław Gł. - Przemyśl Gł.,BOCHNIA,DOKUMENT/Y
2024-09-30,3508,Rzeszów Główny - Gdynia Gł.,GDYNIA GŁ.,WALIZKA / PLECAK
2024-09-30,5402,Gdynia Gł. - Bielsko-Biała Gł.,WARSZAWA ZACH.,UBRANIE
2024-09-29,71005,Berlin-Warszawa,Olszynka Grochowska,REKLAMÓWKA / TORBA
2024-09-30,5142,Gdynia-Warszawa,Olszynka Grochowska,SPRZĘT ELEKTRONICZNY
2024-09-30,61104,Wrocław Gł. - Białystok,MAŁKINIA,ETUI
2024-09-30,65102,Wrocław Gł. - Olsztyn Gł.,JABŁONOWO POM.,UBRANIE
2024-09-30,6300,Wrocław Gł. - Przemyśl Gł.,PRZEMYŚL GŁ.,REKLAMÓWKA / TORBA
2024-09-30,311,Bohumin - Lublin Gł.,LUBLIN GŁ.,UBRANIE
2024-09-30,4508,Gliwice - Gdynia Gł.,GDYNIA GŁ.,UBRANIE
2024-09-30,71104,Poznań Gł. - Warszawa Wsch.,WARSZAWA WSCH.,ETUI
2024-09-30,5302,Gdynia Gł. - Kraków Gł.,WARSZAWA ZACH.,UBRANIE
2024-09-29,1100,Białystok-Łódź Fabryczna,Łódź Fabryczna,WALIZKA / PLECAK
2024-09-30,246,Warszawa Wsch. - Berlin Hbf,POZNAŃ GŁ.,TELEFON
2024-09-29,25100,Chełm-Bydgoszcz Gł.,Bydgoszcz Gł.,DOKUMENT/Y
2024-09-30,1420,Warszawa Wsch. - Bielsko-Biała Gł.,BIELSKO-BIAŁA GŁ.,WALIZKA / PLECAK
